id,name,location,available number of rooms,standard,price per night,amenities,type of meal plan,meal preference,required car parking space,good review count,bad review count,rating,hotel_description,distance_from_city_center,check_in_time,check_out_time
JPN0120,Ocean Pearl Inn,New York,251,Premium,29000,"Wi-Fi, Room Service, Pet-friendly, Onsen",All-Inclusive,Non veg without Beef,True,4773,583,5,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,11:00
JPN0121,Forest Glade Resort,Mumbai,289,Luxury,35000,"Business Center, Free Breakfast, Onsen, Pet-friendly, Wi-Fi, Room Service",Full Board,Vegan,True,4495,31,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,11:00
JPN0122,Hilltop Luxury Inn,Warsaw,57,Budget,11000,"Spa, Onsen, Restaurant, Wi-Fi, Bar, Room Service",Full Board,Both,False,3546,365,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,15:00,10:00
JPN0123,The Heritage Palace,Mumbai,16,Budget,10000,"Wi-Fi, Bar, Free Breakfast, Parking",Bed & Breakfast,Non veg without Beef,True,2342,783,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,11:00
JPN0124,Lakeside Retreat,Los Angeles,255,Standard,15000,"Restaurant, Pet-friendly, Room Service, Business Center, Wi-Fi, Fitness Center",Room Only,,False,3335,137,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN0125,Metropolitan Grand,Hong Kong,160,Standard,19000,"Fitness Center, Business Center, Parking, Free Breakfast, Onsen",Bed & Breakfast,Non veg without Beef,False,1071,27,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,11:00
JPN0126,City Lights Inn,Bangkok,241,Standard,18000,"Fitness Center, Bar, Business Center, Pet-friendly",Room Only,,True,4369,856,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,14:00,12:00
JPN0127,Vista Veranda,Prague,260,Budget,8000,"Room Service, Free Breakfast, Business Center, Fitness Center, Spa, Wi-Fi",Room Only,,False,865,520,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,11:00
JPN0128,Metropolitan Grand,Kuala Lumpur,36,Premium,27000,"Spa, Parking, Business Center, Bar, Onsen, Fitness Center",Half Board,Vegan,True,4352,155,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,12:00
JPN0129,Royal Garden Hotel,Beijing,34,Standard,16000,"Parking, Room Service, Free Breakfast",Full Board,Both,False,316,870,2,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,10:00
JPN0130,Central Plaza Suites,Zurich,15,Budget,7000,"Pet-friendly, Free Breakfast, Wi-Fi, Business Center, Onsen",Full Board,Veg,False,1196,590,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,12:00
JPN0131,Skyline Towers,Rome,193,Standard,16000,"Bar, Onsen, Restaurant",Half Board,Vegan,True,3547,493,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN0132,Pine Hill Haven,Dublin,272,Budget,5000,"Bar, Business Center, Fitness Center, Parking",Bed & Breakfast,Veg,True,4718,98,5,A comfortable and convenient hotel offering excellent services and amenities.,3 km,16:00,12:00
JPN0133,The Grand Palace,Singapore,254,Premium,20000,"Restaurant, Parking, Business Center, Onsen, Pet-friendly",All-Inclusive,Non Veg,False,4150,833,5,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,11:00
JPN0134,Mountain View Lodge,Barcelona,150,Premium,20000,"Wi-Fi, Pet-friendly, Spa, Free Breakfast, Onsen, Fitness Center",Full Board,Both,False,4738,850,5,A comfortable and convenient hotel offering excellent services and amenities.,18 km,14:00,11:00
JPN0135,Central Plaza Suites,Buenos Aires,143,Premium,20000,"Onsen, Parking, Spa, Room Service, Wi-Fi",All-Inclusive,Non Veg,True,4980,824,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,11:00
JPN0136,Forest Glade Resort,Istanbul,255,Budget,6000,"Pet-friendly, Bar, Wi-Fi",Full Board,Vegan,True,2198,319,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,12:00
JPN0137,The Heritage Palace,Vienna,61,Budget,10000,"Bar, Free Breakfast, Wi-Fi, Onsen, Business Center, Room Service",Bed & Breakfast,Both,False,283,112,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,12:00
JPN0138,Ocean Pearl Inn,Mumbai,115,Budget,6000,"Fitness Center, Business Center, Parking, Wi-Fi, Room Service, Onsen",Full Board,Vegan,False,2805,191,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,11:00
JPN0139,Forest Glade Resort,Shanghai,48,Standard,13000,"Free Breakfast, Pet-friendly, Parking, Spa, Restaurant",All-Inclusive,Veg,True,793,752,3,A comfortable and convenient hotel offering excellent services and amenities.,17 km,15:00,11:00
JPN0140,Vista Veranda,Rome,266,Budget,12000,"Room Service, Parking, Fitness Center",Full Board,Veg,True,2832,776,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,12:00
JPN0141,Metropolitan Grand,Marrakech,278,Budget,8000,"Onsen, Bar, Spa, Free Breakfast, Parking, Wi-Fi",Bed & Breakfast,Jain,True,3376,995,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,12:00
JPN0142,The Heritage Palace,Moscow,85,Budget,10000,"Onsen, Business Center, Pet-friendly, Bar",Half Board,Vegan,False,2945,95,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,14:00,12:00
JPN0143,Forest Glade Resort,Dubai,153,Budget,6000,"Room Service, Restaurant, Business Center, Spa, Free Breakfast, Onsen",Room Only,,True,576,424,3,A comfortable and convenient hotel offering excellent services and amenities.,15 km,15:00,12:00
JPN0144,Golden Bay Resort,Edinburgh,143,Luxury,36000,"Fitness Center, Free Breakfast, Bar",Room Only,,True,1910,624,4,A comfortable and convenient hotel offering excellent services and amenities.,10 km,14:00,11:00
JPN0145,Golden Bay Resort,Shanghai,27,Budget,9000,"Wi-Fi, Business Center, Parking, Room Service, Bar",Full Board,Veg,False,1889,619,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,12:00
JPN0146,The Heritage Palace,Zurich,152,Budget,5000,"Restaurant, Onsen, Fitness Center",Full Board,Jain,False,1924,480,5,A comfortable and convenient hotel offering excellent services and amenities.,10 km,16:00,12:00
JPN0147,Golden Bay Resort,Berlin,59,Budget,10000,"Bar, Fitness Center, Spa, Room Service",Room Only,,False,1977,996,4,A comfortable and convenient hotel offering excellent services and amenities.,4 km,16:00,12:00
JPN0148,Palm Grove Resort,Tokyo,260,Standard,17000,"Free Breakfast, Pet-friendly, Spa, Bar, Restaurant, Parking",Room Only,,True,701,634,3,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,10:00
JPN0149,Hilltop Luxury Inn,London,196,Budget,6000,"Free Breakfast, Business Center, Parking, Spa",Bed & Breakfast,Both,True,3615,889,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,14:00,10:00
JPN0150,Sunset Boulevard Hotel,Shanghai,278,Premium,27000,"Fitness Center, Bar, Business Center",Full Board,Non veg without Beef,True,270,248,3,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,11:00
JPN0151,Pine Hill Haven,Beijing,50,Premium,25000,"Parking, Pet-friendly, Room Service, Restaurant, Onsen, Wi-Fi",Room Only,,True,1944,462,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,10:00
JPN0152,Skyline Towers,Lisbon,163,Luxury,47000,"Parking, Free Breakfast, Business Center",All-Inclusive,Both,True,2748,84,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,15:00,10:00
JPN0153,Lakeside Retreat,New York,89,Standard,17000,"Parking, Fitness Center, Onsen, Wi-Fi, Bar, Pet-friendly",All-Inclusive,Jain,True,2363,5,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,11:00
JPN0154,City Lights Inn,Buenos Aires,229,Budget,7000,"Bar, Fitness Center, Free Breakfast, Business Center",Full Board,Vegan,True,2967,771,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,11:00
JPN0155,Central Plaza Suites,Dublin,190,Premium,22000,"Room Service, Business Center, Free Breakfast",Room Only,,True,1671,168,5,A comfortable and convenient hotel offering excellent services and amenities.,1 km,15:00,10:00
JPN0156,Seaside Serenity Resort,Rome,111,Standard,15000,"Bar, Onsen, Fitness Center, Parking",Bed & Breakfast,Jain,True,4514,548,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,11:00
JPN0157,Urban Oasis Hotel,Tokyo,262,Standard,19000,"Restaurant, Spa, Room Service, Pet-friendly, Parking, Fitness Center",Bed & Breakfast,Non Veg,True,1701,93,5,A comfortable and convenient hotel offering excellent services and amenities.,14 km,16:00,12:00
JPN0158,Golden Bay Resort,Seoul,282,Premium,20000,"Spa, Business Center, Room Service, Restaurant, Pet-friendly",Bed & Breakfast,Veg,False,682,718,3,A comfortable and convenient hotel offering excellent services and amenities.,6 km,15:00,10:00
JPN0159,Royal Garden Hotel,London,224,Luxury,40000,"Spa, Room Service, Wi-Fi, Onsen, Fitness Center",Half Board,Both,True,1892,459,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,11:00
JPN0160,Skyline Towers,Cairo,176,Premium,22000,"Bar, Spa, Onsen",Full Board,Both,False,4635,423,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,16:00,12:00
JPN0161,Palm Grove Resort,Marrakech,70,Premium,21000,"Fitness Center, Bar, Business Center, Wi-Fi",Bed & Breakfast,Both,False,3372,920,4,A comfortable and convenient hotel offering excellent services and amenities.,14 km,14:00,12:00
JPN0162,The Heritage Palace,Rome,26,Premium,27000,"Parking, Onsen, Bar, Business Center, Pet-friendly",Half Board,Vegan,True,3685,716,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,10:00
JPN0163,Forest Glade Resort,Moscow,145,Budget,11000,"Wi-Fi, Parking, Bar",Bed & Breakfast,Non Veg,False,3434,892,4,A comfortable and convenient hotel offering excellent services and amenities.,18 km,16:00,10:00
JPN0164,Pine Hill Haven,Madrid,76,Budget,7000,"Bar, Fitness Center, Parking, Onsen",Bed & Breakfast,Both,False,1253,528,4,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,11:00
JPN0165,Vista Veranda,London,44,Premium,30000,"Fitness Center, Business Center, Restaurant, Free Breakfast, Onsen, Parking",Half Board,Jain,True,3642,10,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,16:00,12:00
JPN0166,Hilltop Luxury Inn,Vienna,57,Budget,12000,"Wi-Fi, Parking, Pet-friendly, Onsen",Half Board,Jain,False,2092,630,4,A comfortable and convenient hotel offering excellent services and amenities.,16 km,14:00,12:00
JPN0167,The Heritage Palace,Cape Town,67,Budget,12000,"Bar, Restaurant, Spa, Pet-friendly, Room Service, Parking",Bed & Breakfast,Both,True,3115,525,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,12:00
JPN0168,Forest Glade Resort,London,153,Budget,7000,"Bar, Onsen, Parking",Bed & Breakfast,Veg,True,3168,307,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,11:00
JPN0169,City Lights Inn,Istanbul,199,Budget,7000,"Free Breakfast, Room Service, Wi-Fi",Bed & Breakfast,Non Veg,False,1453,577,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,11:00
JPN0170,Sunset Boulevard Hotel,Marrakech,273,Standard,12000,"Restaurant, Bar, Pet-friendly, Business Center, Parking, Onsen",Bed & Breakfast,Jain,True,2514,915,4,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,11:00
JPN0171,Azure Coast Retreat,Warsaw,188,Premium,25000,"Wi-Fi, Room Service, Free Breakfast",All-Inclusive,Vegan,True,4471,343,5,A comfortable and convenient hotel offering excellent services and amenities.,6 km,16:00,10:00
JPN0172,Forest Glade Resort,Marrakech,259,Budget,11000,"Fitness Center, Bar, Room Service, Spa, Parking, Onsen",All-Inclusive,Jain,True,4993,91,5,A comfortable and convenient hotel offering excellent services and amenities.,8 km,14:00,10:00
JPN0173,The Heritage Palace,Cape Town,76,Premium,27000,"Wi-Fi, Restaurant, Pet-friendly",All-Inclusive,Jain,True,1230,664,4,A comfortable and convenient hotel offering excellent services and amenities.,6 km,14:00,11:00
JPN0174,City Lights Inn,Istanbul,10,Luxury,59000,"Spa, Room Service, Pet-friendly",Room Only,,True,691,703,3,A comfortable and convenient hotel offering excellent services and amenities.,18 km,15:00,10:00
JPN0175,Sunset Boulevard Hotel,Los Angeles,81,Standard,17000,"Business Center, Room Service, Free Breakfast, Restaurant, Pet-friendly",Full Board,Both,True,2443,107,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,14:00,12:00
JPN0176,Lakeside Retreat,Hong Kong,241,Standard,17000,"Restaurant, Spa, Wi-Fi, Fitness Center, Pet-friendly",All-Inclusive,Jain,True,3790,542,5,A comfortable and convenient hotel offering excellent services and amenities.,7 km,14:00,10:00
JPN0177,Ocean Pearl Inn,Lisbon,203,Budget,5000,"Wi-Fi, Free Breakfast, Restaurant, Business Center, Fitness Center",Half Board,Both,False,4709,284,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,16:00,12:00
JPN0178,Royal Garden Hotel,Prague,27,Luxury,50000,"Room Service, Free Breakfast, Fitness Center",All-Inclusive,Non Veg,True,4694,166,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,16:00,11:00
JPN0179,Skyline Towers,Dubai,100,Standard,12000,"Free Breakfast, Fitness Center, Bar, Business Center",Bed & Breakfast,Veg,False,4926,419,5,A comfortable and convenient hotel offering excellent services and amenities.,19 km,14:00,11:00
JPN0180,Azure Coast Retreat,Zurich,281,Budget,10000,"Fitness Center, Restaurant, Wi-Fi, Room Service, Bar",Half Board,Jain,False,4206,374,5,A comfortable and convenient hotel offering excellent services and amenities.,20 km,15:00,10:00
JPN0181,City Lights Inn,Paris,212,Budget,10000,"Free Breakfast, Spa, Room Service, Bar, Fitness Center",Room Only,,True,2792,983,4,A comfortable and convenient hotel offering excellent services and amenities.,7 km,16:00,11:00
JPN0182,Urban Oasis Hotel,Rome,38,Luxury,46000,"Pet-friendly, Room Service, Wi-Fi, Onsen, Bar",Full Board,Both,False,3614,869,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,15:00,10:00
JPN0183,Ocean Pearl Inn,Cape Town,293,Standard,14000,"Parking, Fitness Center, Pet-friendly, Wi-Fi, Spa, Restaurant",Half Board,Vegan,True,4055,494,5,A comfortable and convenient hotel offering excellent services and amenities.,9 km,14:00,10:00
JPN0184,Royal Garden Hotel,Budapest,294,Standard,15000,"Fitness Center, Onsen, Free Breakfast, Room Service, Restaurant, Pet-friendly",Room Only,,False,515,580,3,A comfortable and convenient hotel offering excellent services and amenities.,15 km,16:00,11:00
JPN0185,Ocean Pearl Inn,Brussels,158,Premium,28000,"Pet-friendly, Spa, Room Service, Fitness Center",All-Inclusive,Vegan,True,1383,402,4,A comfortable and convenient hotel offering excellent services and amenities.,13 km,14:00,10:00
JPN0186,Royal Garden Hotel,Marrakech,151,Budget,9000,"Business Center, Onsen, Wi-Fi, Restaurant",Full Board,Non veg without Beef,True,1537,560,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,16:00,11:00
JPN0187,Lakeside Retreat,Istanbul,21,Budget,11000,"Room Service, Wi-Fi, Bar",Half Board,Both,True,3629,616,5,A comfortable and convenient hotel offering excellent services and amenities.,11 km,14:00,10:00
JPN0188,Seaside Serenity Resort,Budapest,290,Standard,13000,"Onsen, Pet-friendly, Room Service",Half Board,Non Veg,False,1131,57,5,A comfortable and convenient hotel offering excellent services and amenities.,17 km,16:00,12:00
JPN0189,City Lights Inn,Kuala Lumpur,128,Standard,20000,"Business Center, Room Service, Restaurant, Onsen",Bed & Breakfast,Non veg without Beef,True,2256,960,4,A comfortable and convenient hotel offering excellent services and amenities.,5 km,14:00,11:00
